school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
GP,F,16,U,GT3,A,4,2,teacher,other,course,other,2,2,0,no,yes,yes,no,yes,yes,no,no,4,3,3,1,1,1,6,8,8,8
GP,F,16,U,GT3,T,4,4,teacher,health,reputation,father,1,2,0,no,yes,no,no,yes,no,no,no,4,1,3,1,3,5,18,6,4,5
GP,F,18,U,GT3,T,4,4,teacher,services,course,mother,1,2,0,no,no,no,no,no,yes,yes,yes,5,4,2,1,1,5,1,5,-2,-2
MS,F,18,U,GT3,T,3,1,services,health,course,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,2,1,1,2,9,8,7,6
GP,M,16,U,LE3,T,4,4,services,teacher,reputation,father,1,1,0,no,yes,no,yes,yes,yes,yes,no,2,3,3,1,1,3,2,17,18,18
GP,F,18,R,LE3,T,1,1,at_home,services,reputation,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4,4,4,4,4,2,15,12,11,11
GP,M,15,U,GT3,T,2,3,at_home,at_home,home,father,2,2,2,no,no,no,yes,no,yes,no,no,2,2,1,1,2,1,68,8,11,13
GP,F,18,U,GT3,T,2,2,services,services,course,mother,4,3,0,no,yes,no,no,yes,yes,yes,no,4,4,3,1,3,5,5,9,8,8
GP,M,15,U,LE3,T,3,1,services,other,home,father,2,2,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,2,3,2,5,8,8,7
GP,F,15,U,GT3,T,3,3,other,other,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,5,2,1,1,1,2,12,13,13
GP,M,15,R,GT3,T,2,2,other,health,home,mother,1,2,0,no,no,no,yes,no,yes,yes,no,5,3,3,1,3,5,1,11,10,10
GP,F,18,U,GT3,T,3,1,other,other,home,father,2,1,0,no,yes,yes,yes,yes,yes,yes,no,3,4,4,1,1,5,11,5,4,6
MS,M,17,U,GT3,T,2,2,other,teacher,course,mother,2,2,0,no,yes,yes,yes,no,yes,yes,no,5,4,3,2,3,4,10,11,11,12
GP,F,16,U,GT3,T,1,1,other,services,home,other,1,1,0,no,yes,yes,no,yes,yes,no,yes,5,3,3,1,1,3,5,6,8,8
GP,M,18,U,GT3,T,4,4,health,health,reputation,mother,1,1,0,no,yes,yes,no,yes,yes,yes,yes,4,4,3,2,2,5,5,15,14,15
GP,M,17,U,GT3,T,2,2,at_home,other,course,father,3,1,0,no,no,no,no,no,yes,no,no,4,2,2,1,2,3,3,18,16,16
GP,M,15,U,GT3,A,4,4,other,teacher,course,father,1,1,0,yes,yes,no,no,yes,yes,no,yes,4,2,1,2,4,4,2,12,12,13
GP,M,15,U,GT3,T,3,2,other,other,home,father,4,1,0,yes,no,yes,yes,yes,yes,yes,yes,3,3,2,5,5,1,6,11,14,14
GP,M,17,U,GT3,A,3,3,services,other,home,mother,3,2,1,no,yes,yes,no,yes,yes,yes,no,4,3,5,2,4,4,4,13,13,14
GP,F,18,U,GT3,T,4,4,services,other,course,mother,2,1,2,no,no,no,yes,yes,yes,yes,yes,2,2,4,5,3,3,39,15,16,17
GP,F,15,U,GT3,T,4,3,teacher,teacher,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,3,2,1,2,5,1,12,13,12
GP,F,16,U,GT3,T,3,1,health,other,reputation,mother,1,2,0,no,no,yes,yes,no,yes,yes,no,4,3,3,1,1,5,1,11,13,13
GP,M,15,U,GT3,T,4,4,other,health,reputation,mother,1,4,0,no,yes,no,yes,yes,yes,yes,no,5,3,4,1,4,2,6,12,14,15
GP,M,16,R,GT3,A,4,3,health,other,reputation,mother,1,1,0,no,no,yes,yes,yes,yes,yes,yes,4,4,1,1,1,5,2,14,16,16
GP,F,18,U,GT3,T,3,2,other,health,home,other,2,1,0,no,yes,yes,no,yes,yes,yes,yes,4,4,2,1,1,5,2,8,6,6
GP,F,16,U,GT3,T,4,2,health,other,course,mother,1,1,0,no,yes,yes,no,yes,yes,yes,yes,4,3,3,1,2,2,7,12,12,12
GP,F,16,U,GT3,T,4,4,teacher,other,home,mother,2,1,0,no,no,no,no,yes,yes,yes,no,4,2,4,1,1,4,7,16,16,16
GP,F,16,U,GT3,T,3,1,services,services,other,mother,1,4,0,yes,no,no,yes,yes,yes,yes,no,5,4,3,1,1,4,6,14,14,15
MS,F,18,U,GT3,T,1,1,other,services,reputation,mother,1,2,0,yes,yes,yes,yes,yes,yes,yes,yes,5,3,4,2,4,3,1,6,7,6
MS,F,17,U,LE3,T,3,3,other,other,other,mother,2,1,1,no,yes,yes,no,no,yes,yes,no,4,3,1,1,1,3,2,4,3,-2
GP,M,17,R,GT3,T,3,2,services,other,course,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,4,2,5,1,7,17,18,19
GP,F,18,R,LE3,T,1,2,at_home,services,home,father,2,4,2,no,no,no,yes,no,yes,no,no,3,4,2,1,1,3,3,5,7,7
GP,M,17,R,GT3,T,3,3,at_home,services,reputation,mother,2,3,2,no,no,yes,no,yes,yes,no,no,4,3,4,2,5,1,3,11,10,11
GP,M,16,U,GT3,T,4,4,other,teacher,course,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,5,5,5,1,4,2,4,11,12,12
GP,M,18,R,GT3,T,1,2,other,teacher,course,other,1,1,0,yes,yes,no,no,yes,yes,no,yes,4,2,1,1,1,4,4,12,13,13
GP,F,15,U,GT3,T,3,3,other,services,reputation,mother,1,1,0,no,yes,yes,yes,yes,yes,yes,no,5,5,3,1,1,4,2,8,10,10
GP,F,15,U,GT3,T,1,1,at_home,other,other,father,4,3,0,no,yes,yes,yes,yes,yes,yes,no,3,3,3,1,1,3,8,6,6,8
GP,F,15,U,GT3,T,4,4,teacher,services,other,mother,1,2,0,no,yes,no,yes,no,yes,yes,no,5,4,3,1,1,2,18,8,8,9
GP,F,16,R,GT3,T,3,3,at_home,other,reputation,father,3,4,3,yes,yes,yes,yes,yes,yes,yes,no,4,1,2,1,2,2,4,5,8,8
GP,M,16,U,GT3,T,3,3,health,other,reputation,mother,2,1,0,no,yes,no,yes,yes,yes,yes,no,4,4,1,1,3,1,2,14,16,16
GP,F,17,U,LE3,T,1,1,other,health,course,mother,1,1,0,no,yes,yes,yes,no,yes,yes,no,3,1,5,2,4,5,44,14,10,10
GP,M,18,R,LE3,T,1,1,at_home,other,course,mother,1,2,0,no,yes,no,yes,no,yes,yes,yes,4,3,5,2,5,3,1,9,9,1
GP,F,16,U,GT3,T,2,2,other,services,home,mother,1,1,3,no,yes,yes,yes,yes,yes,yes,no,4,5,4,1,1,5,38,6,5,6
GP,M,17,U,LE3,T,1,1,at_home,other,course,mother,2,2,0,no,no,no,no,yes,yes,yes,yes,4,2,4,3,4,1,3,11,11,11
MS,M,18,U,LE3,T,3,1,other,health,home,mother,2,4,0,no,yes,yes,no,yes,yes,yes,yes,4,4,5,1,3,2,8,11,10,9
GP,M,16,U,GT3,T,4,4,other,other,home,father,1,3,0,no,no,no,no,no,yes,yes,no,5,3,2,1,1,1,7,14,15,15
GP,M,18,U,GT3,T,4,4,other,services,reputation,mother,1,3,0,no,yes,yes,no,yes,yes,yes,yes,4,3,4,1,2,3,6,16,15,15
MS,F,18,R,LE3,A,3,3,health,other,course,mother,4,1,0,yes,no,yes,no,yes,yes,yes,no,5,4,2,1,1,4,0,15,16,17
GP,M,18,U,GT3,T,3,3,teacher,other,home,other,2,2,2,no,no,no,no,yes,no,yes,no,4,3,4,2,4,5,0,8,1,1
GP,F,16,U,LE3,T,4,4,health,other,other,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,1,3,2,3,3,5,10,9,10,11
GP,F,15,R,GT3,T,1,3,other,other,home,father,3,2,0,no,yes,yes,yes,no,yes,yes,yes,4,3,3,2,3,4,3,6,5,-2
GP,F,16,U,GT3,T,3,4,other,other,course,other,2,1,2,no,yes,no,yes,no,yes,yes,yes,4,3,2,1,1,5,1,2,-2,-2
GP,F,16,R,LE3,T,4,4,teacher,other,reputation,mother,1,2,1,no,no,yes,no,yes,yes,yes,no,4,3,4,2,4,3,11,6,5,6
GP,M,16,R,GT3,T,0,4,at_home,at_home,home,mother,2,2,0,no,no,no,no,yes,yes,yes,no,5,3,4,2,4,5,0,17,17,16
GP,F,16,U,GT3,T,3,1,services,other,reputation,mother,1,4,0,no,yes,yes,no,yes,yes,yes,no,4,3,4,1,1,2,7,5,5,4
GP,F,18,R,GT3,T,3,4,other,other,course,mother,1,3,0,no,yes,no,yes,yes,no,no,no,4,4,4,1,1,3,1,5,-2,-2
GP,M,17,U,LE3,T,4,4,health,other,home,mother,1,1,0,no,yes,yes,no,no,yes,yes,no,5,4,2,1,2,5,0,15,15,15
GP,F,15,U,GT3,T,1,1,other,at_home,reputation,father,1,2,1,no,no,yes,no,yes,yes,yes,yes,4,4,2,1,1,1,35,4,5,5
GP,M,17,U,LE3,T,4,4,teacher,other,course,mother,1,3,0,no,yes,yes,no,yes,yes,no,no,4,4,5,1,1,4,5,11,10,12
GP,M,18,R,GT3,T,4,3,health,services,course,mother,1,2,1,no,no,yes,yes,yes,yes,yes,no,2,3,4,1,3,5,3,11,11,1
GP,M,15,U,GT3,T,4,3,teacher,other,course,father,1,2,0,no,yes,yes,no,yes,yes,yes,yes,3,2,5,5,5,4,3,11,13,13
GP,F,15,U,LE3,T,1,2,other,other,course,father,1,1,0,no,no,yes,yes,yes,yes,yes,no,4,2,3,1,1,3,1,10,10,9
GP,F,18,U,LE3,T,3,3,at_home,services,course,mother,1,1,2,no,yes,yes,no,yes,yes,no,no,4,3,3,1,2,4,2,8,8,8
GP,M,19,U,GT3,T,3,1,at_home,services,course,other,2,2,2,no,yes,no,no,yes,yes,no,no,3,2,2,3,3,3,6,8,9,10
GP,M,15,U,GT3,T,4,4,teacher,other,course,mother,1,3,0,no,yes,yes,no,yes,yes,yes,no,4,4,5,5,5,5,9,11,13,12
GP,F,18,U,LE3,T,1,4,other,other,reputation,mother,1,2,0,yes,no,yes,yes,yes,yes,yes,yes,4,4,4,1,3,5,3,10,11,12
GP,F,22,U,GT3,T,3,1,services,services,home,mother,1,1,1,no,no,no,no,yes,no,yes,no,3,2,5,1,2,5,12,4,6,6
GP,F,16,U,GT3,T,1,1,other,services,home,father,4,1,0,no,no,yes,no,yes,yes,yes,yes,3,3,2,1,1,5,0,6,8,8
GP,M,18,U,GT3,T,4,4,teacher,other,reputation,mother,2,4,1,no,yes,yes,yes,yes,yes,yes,no,3,3,3,1,3,3,11,11,11,10
GP,M,15,U,GT3,T,4,4,teacher,other,course,father,1,4,0,no,yes,no,no,no,yes,yes,no,4,4,3,1,1,5,6,11,12,12
MS,M,18,R,GT3,T,2,1,services,services,course,mother,2,3,0,no,yes,yes,yes,yes,yes,yes,no,2,4,5,2,3,1,6,12,12,12
GP,F,16,U,GT3,T,4,3,teacher,other,reputation,mother,1,3,0,no,no,yes,no,yes,yes,yes,no,4,4,2,1,2,1,4,11,12,13
GP,F,15,U,GT3,T,4,4,other,other,course,mother,2,1,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,2,1,1,2,11,8,6,6
MS,M,17,U,GT3,T,2,1,other,other,reputation,mother,1,2,2,no,no,yes,no,yes,yes,yes,yes,3,4,5,2,4,1,22,7,7,5
GP,F,17,R,LE3,T,2,1,other,other,course,mother,1,2,0,no,no,no,no,yes,yes,yes,yes,4,4,1,1,1,5,0,10,10,9
GP,F,16,U,GT3,T,4,4,teacher,other,other,other,1,2,1,no,yes,no,no,yes,yes,no,no,3,1,4,1,1,5,3,4,-2,-2
GP,M,15,U,GT3,T,4,4,health,health,reputation,mother,4,4,1,yes,yes,yes,yes,yes,yes,yes,no,2,2,5,2,3,4,66,17,15,15
MS,M,17,U,GT3,T,4,2,other,other,course,mother,1,2,0,yes,yes,yes,yes,yes,yes,yes,no,5,4,2,1,2,5,2,14,12,13
GP,M,15,U,GT3,T,4,4,other,services,reputation,mother,1,1,0,no,yes,yes,yes,yes,yes,yes,no,4,3,2,1,1,1,3,15,15,16
GP,M,15,U,GT3,T,2,3,services,other,other,father,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,1,1,1,5,15,13,13,12
GP,M,16,R,GT3,A,2,1,other,other,course,mother,1,2,0,yes,yes,no,no,yes,yes,no,yes,4,2,5,3,3,2,14,12,12,10
GP,F,18,U,GT3,T,4,3,teacher,other,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,4,2,3,1,1,3,1,7,8,9
MS,F,19,U,GT3,T,2,1,at_home,other,course,other,2,2,3,no,no,no,no,no,yes,no,yes,3,2,2,1,3,3,2,5,6,7
GP,M,16,U,GT3,T,4,4,services,other,home,mother,3,1,0,no,no,no,no,no,yes,yes,yes,5,4,2,1,1,5,1,8,1,1
GP,M,17,U,GT3,T,3,4,services,other,course,mother,1,3,0,no,yes,yes,no,yes,yes,yes,no,4,3,2,1,2,5,2,15,16,16
GP,M,19,U,GT3,T,3,3,services,other,home,mother,1,1,3,no,yes,no,no,yes,no,yes,no,5,4,5,1,2,5,0,6,1,1
GP,F,17,U,LE3,T,1,2,at_home,health,home,mother,1,3,2,no,no,no,no,no,yes,yes,yes,4,1,2,3,3,3,19,13,10,11
GP,F,16,U,LE3,T,2,3,other,other,home,mother,1,1,0,no,yes,yes,yes,no,no,yes,no,4,3,2,1,2,5,5,8,9,9
GP,F,15,U,GT3,T,4,4,services,other,course,other,1,4,2,no,yes,no,yes,no,yes,no,no,3,4,2,1,1,3,3,5,8,7
MS,M,18,R,LE3,T,1,1,other,other,reputation,father,1,1,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,2,3,2,25,8,7,7
GP,M,18,R,GT3,A,3,3,other,other,home,mother,2,3,0,no,no,yes,yes,yes,yes,yes,yes,2,3,3,1,1,5,5,12,11,12
GP,F,16,U,LE3,T,2,3,services,other,course,father,1,2,0,no,no,yes,no,yes,yes,yes,no,4,3,2,1,2,5,2,6,8,8
MS,M,17,U,GT3,T,4,2,health,teacher,other,father,1,2,0,no,yes,yes,no,no,yes,yes,yes,3,2,2,1,1,5,8,15,13,12
GP,F,17,U,LE3,T,2,3,at_home,other,reputation,father,1,1,1,no,yes,no,yes,yes,yes,yes,yes,3,4,3,1,3,5,1,10,12,12
MS,M,17,U,GT3,T,3,2,services,other,reputation,mother,1,2,0,no,no,yes,yes,yes,yes,yes,no,4,3,1,1,1,5,4,15,16,16
MS,M,18,R,GT3,T,3,3,services,at_home,other,other,3,1,0,no,no,yes,yes,yes,yes,yes,no,4,4,4,1,1,5,9,15,13,13
GP,F,18,R,GT3,T,2,3,services,other,course,mother,1,2,0,yes,yes,yes,yes,yes,yes,yes,no,5,4,3,1,3,3,1,8,9,9
GP,M,16,U,GT3,T,1,2,at_home,services,home,mother,3,2,1,no,yes,no,no,no,yes,yes,yes,4,5,1,2,4,3,21,13,12,10
GP,F,16,U,LE3,T,4,4,health,other,course,father,2,1,0,yes,yes,no,no,no,yes,no,no,5,5,3,1,1,3,9,10,9,10
GP,M,16,U,GT3,T,2,2,other,other,course,mother,1,2,0,no,no,no,no,yes,yes,yes,no,4,3,4,2,5,3,6,9,8,9
GP,F,16,U,GT3,T,1,4,other,services,home,mother,2,2,0,no,yes,yes,no,yes,yes,yes,yes,5,3,3,1,2,4,5,10,11,11
GP,F,17,U,GT3,T,3,4,health,other,home,mother,1,1,3,no,yes,no,no,yes,yes,yes,no,4,3,1,1,1,2,0,4,3,-2
GP,F,17,R,GT3,T,1,1,at_home,other,home,mother,4,1,0,no,no,no,yes,yes,yes,no,no,4,5,2,2,3,3,1,6,7,8
GP,F,18,U,GT3,T,4,4,other,teacher,course,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,5,2,5,1,3,5,9,8,9,9
GP,F,19,U,GT3,T,1,1,at_home,other,reputation,other,1,1,0,yes,yes,no,yes,yes,yes,yes,no,5,3,3,2,3,3,4,6,7,7
MS,F,17,U,GT3,T,4,3,services,services,course,mother,1,3,0,no,no,no,yes,no,yes,yes,yes,4,4,2,1,2,3,2,11,9,9
GP,F,16,U,GT3,T,2,2,other,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,3,4,2,2,2,5,5,10,11,12
GP,F,19,U,GT3,T,1,1,at_home,services,course,other,1,2,0,yes,yes,yes,yes,yes,no,yes,no,4,4,2,1,1,5,2,6,6,6
GP,M,17,U,GT3,T,1,1,health,teacher,home,mother,1,2,3,no,no,no,no,yes,yes,no,no,5,4,4,1,4,4,12,6,9,9
GP,M,17,U,GT3,T,3,2,services,health,course,mother,2,2,3,yes,yes,yes,yes,yes,yes,no,yes,3,4,3,4,3,5,41,8,7,5
GP,F,16,U,GT3,T,2,2,other,other,home,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,4,4,3,1,4,3,2,6,7,6
GP,F,17,U,LE3,A,3,2,services,at_home,home,father,2,2,0,no,yes,no,no,yes,yes,yes,no,5,3,3,1,2,4,3,10,11,11
GP,F,18,R,GT3,T,1,2,services,at_home,course,mother,1,1,1,no,yes,yes,yes,yes,yes,yes,yes,4,4,3,1,1,3,4,12,10,10
GP,F,17,U,GT3,T,2,4,at_home,other,course,mother,3,1,0,no,no,no,no,no,yes,no,no,4,2,2,1,1,3,1,15,13,13
GP,F,15,U,GT3,T,4,2,health,other,course,mother,1,2,0,no,no,no,no,no,yes,yes,no,4,3,3,2,2,1,9,9,11,11
GP,F,17,U,LE3,T,2,1,services,services,course,mother,1,2,0,yes,yes,no,no,yes,yes,yes,yes,3,2,3,1,1,5,18,10,10,10
GP,F,15,U,GT3,T,1,2,at_home,other,other,father,3,2,1,yes,yes,yes,no,yes,yes,yes,no,3,1,2,1,2,2,2,5,8,8
MS,F,18,R,GT3,T,3,3,other,services,course,mother,1,2,1,no,yes,no,no,yes,no,yes,yes,4,3,3,1,2,5,9,1,3,3
MS,M,17,U,LE3,A,2,3,other,services,other,mother,1,3,0,no,no,yes,no,no,yes,yes,yes,5,5,5,3,4,2,7,15,17,17
MS,F,18,R,LE3,T,1,3,at_home,other,reputation,mother,1,2,1,yes,yes,no,yes,no,yes,yes,no,4,4,3,1,3,3,18,10,8,8
GP,M,16,U,GT3,T,4,2,services,other,home,father,1,2,0,no,no,no,yes,yes,yes,yes,no,4,3,2,1,2,5,3,15,16,16
GP,M,16,U,GT3,A,4,3,services,other,home,father,4,1,0,yes,yes,yes,no,yes,yes,no,yes,4,2,2,1,1,3,2,9,11,11
GP,F,17,U,GT3,T,1,1,other,other,home,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,5,2,4,1,1,2,1,7,8,8
GP,F,16,U,GT3,T,3,2,other,other,home,mother,2,1,0,no,yes,yes,no,yes,yes,yes,no,4,3,5,1,2,5,19,5,4,4
GP,F,16,R,GT3,T,3,3,services,other,course,father,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,4,4,1,3,1,2,14,16,16
GP,M,15,U,GT3,T,4,4,at_home,at_home,course,mother,1,4,0,no,no,no,yes,yes,yes,yes,yes,3,5,3,1,1,1,15,17,15,16
GP,M,17,U,GT3,T,3,3,health,other,home,mother,1,2,0,no,yes,no,no,no,no,yes,no,4,4,2,2,5,3,8,9,9,9
GP,M,15,U,LE3,T,2,1,services,services,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,1,2,4,1,1,5,18,13,13,13
GP,M,16,U,GT3,T,2,3,other,at_home,course,mother,3,1,1,no,no,yes,no,yes,yes,yes,yes,4,3,3,1,1,4,11,13,12,14
GP,F,17,U,GT3,A,2,2,other,other,reputation,father,2,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,2,1,2,3,0,11,13,14
GP,F,16,U,GT3,T,3,2,services,other,course,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,5,4,2,3,1,1,14,16,16
GP,F,15,U,LE3,A,4,2,other,services,reputation,mother,3,2,0,no,yes,no,yes,yes,yes,yes,no,3,3,4,1,3,5,6,8,9,10
GP,M,16,U,GT3,T,1,1,other,services,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,2,3,3,4,5,17,10,9,10
GP,F,17,U,GT3,T,4,4,teacher,services,course,father,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,5,2,2,1,1,1,2,12,13,13
GP,F,18,U,GT3,T,3,2,services,other,reputation,mother,2,1,0,no,yes,yes,no,yes,yes,yes,no,5,3,2,1,2,5,10,5,4,4
GP,F,18,R,LE3,T,2,2,other,other,course,mother,1,2,0,yes,yes,yes,no,yes,yes,no,no,5,3,4,1,1,5,6,5,4,4
GP,M,16,U,GT3,T,4,4,teacher,other,home,mother,1,1,0,no,yes,no,yes,no,yes,yes,no,5,4,2,1,2,3,5,14,15,15
GP,M,19,U,GT3,T,2,1,other,services,other,father,1,2,0,no,no,yes,yes,no,yes,yes,no,4,3,3,1,2,2,1,12,13,14
GP,M,16,U,GT3,T,4,4,teacher,other,other,mother,2,4,0,no,yes,no,no,yes,yes,yes,yes,5,4,5,1,3,3,7,11,12,12
GP,M,15,U,GT3,T,1,1,health,services,course,father,1,1,2,yes,yes,yes,no,yes,yes,yes,no,4,3,3,1,3,5,1,8,10,9
GP,F,16,U,LE3,T,4,2,teacher,teacher,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,5,3,1,2,5,3,13,13,14
GP,F,15,U,GT3,A,4,4,health,services,course,mother,1,2,0,no,no,yes,no,yes,yes,yes,no,5,1,3,1,1,4,5,13,13,13
GP,F,16,U,LE3,T,1,1,other,other,course,mother,1,4,0,yes,yes,no,no,yes,yes,yes,no,3,3,4,1,1,2,9,5,5,4
GP,M,17,U,LE3,T,4,3,services,services,reputation,father,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,1,3,4,5,11,18,18,18
GP,F,17,U,LE3,T,4,4,health,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,4,4,1,4,3,3,10,8,9
GP,M,15,U,LE3,A,4,4,teacher,teacher,course,mother,1,1,0,no,yes,yes,no,yes,yes,yes,no,3,3,3,1,1,4,6,19,20,20
GP,F,16,U,GT3,T,2,2,services,other,home,father,1,2,1,yes,yes,no,no,yes,yes,yes,no,3,3,2,1,2,3,11,5,8,8
GP,M,17,U,GT3,T,4,4,teacher,other,home,mother,1,3,0,no,no,no,yes,yes,yes,yes,yes,5,4,4,1,1,1,2,17,16,16
GP,M,16,U,LE3,T,4,4,services,other,course,mother,1,1,1,no,yes,no,yes,yes,yes,yes,yes,4,3,5,3,3,2,10,12,15,14
GP,M,17,U,LE3,T,4,3,services,services,course,father,1,2,0,yes,yes,yes,no,yes,yes,yes,no,3,4,4,1,1,5,0,9,11,12
GP,M,18,U,LE3,T,3,1,services,services,other,mother,1,1,1,no,yes,no,no,no,yes,yes,no,4,2,4,1,1,5,13,7,9,9
GP,F,17,R,GT3,T,4,4,teacher,other,reputation,father,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,4,4,1,3,5,1,11,9,8
GP,F,16,R,GT3,T,1,1,at_home,other,course,mother,1,2,0,no,no,yes,no,yes,yes,yes,no,3,3,5,1,1,4,4,7,7,8
GP,F,16,U,GT3,T,2,2,at_home,other,course,mother,3,1,0,no,no,yes,yes,no,yes,no,no,5,5,2,2,3,3,7,7,7,8
GP,F,15,U,GT3,A,4,2,health,services,reputation,mother,2,2,0,no,no,yes,yes,no,yes,yes,no,1,4,3,1,2,2,72,8,6,4
GP,F,16,U,GT3,T,1,1,other,other,course,mother,1,2,0,no,no,no,yes,yes,yes,no,no,5,3,2,1,1,5,1,11,10,10
GP,F,18,U,LE3,T,3,2,health,services,course,mother,1,1,0,no,no,no,no,yes,yes,yes,no,5,4,3,1,2,5,4,6,6,7
GP,M,17,U,GT3,A,3,2,other,other,home,father,3,2,0,no,no,no,yes,yes,yes,yes,no,5,4,3,2,4,4,1,13,13,14
GP,M,19,U,GT3,T,2,2,at_home,teacher,home,other,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,3,4,1,3,5,2,10,10,1
GP,F,16,U,GT3,T,2,2,other,other,reputation,mother,1,3,0,no,no,no,yes,yes,yes,yes,no,4,3,2,1,1,1,1,11,13,13
GP,M,16,R,GT3,T,4,3,teacher,services,reputation,mother,1,2,0,no,no,yes,yes,yes,yes,yes,no,4,1,3,3,4,4,7,11,9,10
GP,M,19,U,GT3,T,4,4,other,health,home,other,1,2,2,no,no,no,no,yes,yes,yes,yes,4,1,2,1,1,3,22,16,15,14
GP,M,17,U,LE3,T,3,3,other,services,reputation,mother,1,2,0,no,no,yes,no,no,yes,yes,no,5,4,4,1,2,5,1,16,16,16
GP,F,16,U,GT3,T,1,2,other,other,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,4,3,1,1,1,3,5,6,7,8
GP,M,17,U,GT3,T,2,3,services,other,reputation,father,2,1,0,no,yes,yes,no,no,yes,yes,no,5,5,2,1,1,5,10,13,12,13
GP,F,17,R,LE3,T,4,3,teacher,other,home,mother,2,3,3,yes,no,yes,yes,yes,yes,yes,no,4,3,5,2,2,2,3,6,6,8
GP,F,19,U,GT3,T,1,2,services,other,reputation,mother,2,3,0,no,no,no,no,yes,yes,no,yes,2,5,2,1,1,3,39,11,9,9
GP,F,19,U,GT3,T,1,1,other,services,reputation,other,1,2,0,yes,no,no,yes,yes,yes,yes,yes,5,3,3,1,3,3,7,6,7,7
MS,F,18,R,GT3,T,4,4,services,other,reputation,father,1,1,0,no,yes,no,yes,no,no,yes,no,5,3,3,1,2,5,1,11,10,10
GP,M,18,U,GT3,T,3,1,services,health,course,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,5,4,5,5,9,11,9,9
GP,M,16,U,LE3,T,3,3,other,other,course,mother,2,1,2,no,yes,no,yes,no,yes,yes,yes,4,3,2,1,1,5,2,5,1,1
GP,F,17,U,LE3,T,4,3,teacher,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,1,1,3,5,3,13,13,14
GP,F,18,U,GT3,T,4,4,other,other,home,father,1,2,0,no,no,no,yes,no,yes,yes,no,4,2,3,1,2,2,8,13,12,12
GP,F,15,R,LE3,T,3,3,at_home,at_home,reputation,mother,1,2,3,yes,yes,no,no,yes,yes,no,yes,4,1,1,1,1,2,59,3,7,6
GP,F,15,U,LE3,T,0,4,at_home,services,course,mother,1,4,0,no,yes,no,yes,yes,yes,yes,no,3,3,3,1,1,1,1,14,14,13
GP,M,16,U,LE3,T,3,3,health,other,reputation,mother,1,4,0,no,no,no,no,yes,yes,yes,yes,4,4,2,1,2,5,1,14,16,16
GP,F,17,U,GT3,T,1,1,other,services,other,father,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,4,1,3,5,4,10,8,9
GP,M,15,U,GT3,T,1,1,at_home,other,reputation,mother,1,2,0,no,yes,no,no,no,yes,yes,no,5,3,3,3,3,1,7,9,9,10
MS,F,18,U,GT3,T,4,4,teacher,other,reputation,mother,1,2,0,no,yes,yes,yes,no,yes,no,no,4,4,5,1,3,5,74,8,7,7
GP,F,16,U,GT3,T,3,1,services,other,home,mother,2,2,1,no,yes,yes,no,yes,yes,yes,no,5,3,3,3,3,4,0,10,11,11
MS,M,19,R,GT3,T,3,3,other,other,reputation,other,1,1,1,no,yes,no,yes,yes,yes,yes,yes,4,3,3,2,4,1,16,10,10,9
GP,M,15,U,LE3,T,3,2,at_home,other,home,mother,4,1,0,no,no,yes,no,yes,yes,yes,yes,1,1,4,3,3,1,5,11,14,14
GP,M,17,U,GT3,T,2,3,other,teacher,course,father,1,1,0,yes,yes,no,no,yes,yes,no,yes,4,2,1,1,1,4,3,12,12,13
